// <0000> あの日から、数日を経た。
<0000> あの日から、数日を経た。
// <1182> テレビ＿Ａ
<1182> テレビ＿Ａ

// <1183> 『同団体代表、アルバート・ミュラー氏を筆頭に多くの幹部の身柄が拘束された模様です』
<1183> 『同団体代表、アルバート・ミュラー氏を筆頭に多くの幹部の身柄が拘束された模様です』

// <1184> テレビ＿Ａ
<1184> テレビ＿Ａ

// <1185> 『ニューヨーク本部前にチャールズ・グレイ記者がいます。チャールズ、聞こえますか？』
<1185> 『ニューヨーク本部前にチャールズ・グレイ記者がいます。チャールズ、聞こえますか？』

// <1186> テレビ＿Ｂ
<1186> テレビ＿Ｂ

// <1187> 『こちらはＧＡニューヨーク本部前です！　現在、本部ビルはＦＢＩによって封鎖されております！』
<1187> 『こちらはＧＡニューヨーク本部前です！　現在、本部ビルはＦＢＩによって封鎖されております！』

// <1188> テレビ＿Ｂ
<1188> テレビ＿Ｂ

// <1189> 『ご覧の通り、先ほどから駆けつけた支援者たちと地元警察の押し問答が繰り返されています！』
<1189> 『ご覧の通り、先ほどから駆けつけた支援者たちと地元警察の押し問答が繰り返されています！』

// <1190> テレビ＿Ｂ
<1190> テレビ＿Ｂ

// <1191> 『市民たちは政府が今世紀最大の目標として掲げたテロとの戦いを支持する一方で、』
<1191> 『市民たちは政府が今世紀最大の目標として掲げたテロとの戦いを支持する一方で、』

// <1192> テレビ＿Ｂ
<1192> テレビ＿Ｂ

// <1193> 『再び、前世紀的な人種差別問題が蒸し返されることを、大きく懸念しています』
<1193> 『再び、前世紀的な人種差別問題が蒸し返されることを、大きく懸念しています』

// <1194> 男の声Ａ
<1194> 男の声Ａ

// <1195> 「押収したラップトップの暗号文書を現在、ＮＳＡが分析中です」
<1195> 「押収したラップトップの暗号文書を現在、ＮＳＡが分析中です」

// <1196> 男の声Ｂ
<1196> 男の声Ｂ

// <1197> 「ＣＩＡの分析では、８５％の確率でガイアは日本にて、何らかの大掛かりなアクションを予定しています」
<1197> 「ＣＩＡの分析では、８５％の確率でガイアは日本にて、何らかの大掛かりなアクションを予定しています」

// <1198> 男の声Ｃ
<1198> 男の声Ｃ

// <1199> 「いつ？　規模は？」
<1199> 「いつ？　規模は？」

// <1200> 男の声Ｂ
<1200> 男の声Ｂ

// <1201> 「３ヶ月以内。かなりの規模です」
<1201> 「３ヶ月以内。かなりの規模です」

// <1202> 男の声Ａ
<1202> 男の声Ａ

// <1203> 「北米、欧州のガイア要注意人物が、日本への連絡を盛んに取っています。これまでになかった兆候です」
<1203> 「北米、欧州のガイア要注意人物が、日本への連絡を盛んに取っています。これまでになかった兆候です」

// <1204> 男の声Ｄ
<1204> 男の声Ｄ

// <1205> 「ガーディアン日本支部は数ヶ月前からそれを予見しています」
<1205> 「ガーディアン日本支部は数ヶ月前からそれを予見しています」

// <1206> 男の声Ｃ
<1206> 男の声Ｃ

// <1207> 「ジャパニーズは何と？」
<1207> 「ジャパニーズは何と？」

// <1208> 男の声Ｄ
<1208> 男の声Ｄ

// <1209> 「ガイアが“鍵”の潜伏場所を同国内で特定した可能性があると」
<1209> 「ガイアが“鍵”の潜伏場所を同国内で特定した可能性があると」

// <1210> 男の声Ｃ
<1210> 男の声Ｃ

// <1211> 「長官と上級分析官の見解は？」
<1211> 「長官と上級分析官の見解は？」

// <1212> 男の声Ｂ
<1212> 男の声Ｂ

// <1213> 「ガーディアンジャパンが証拠とする“西九条資料”の信憑性は５％未満です」
<1213> 「ガーディアンジャパンが証拠とする“西九条資料”の信憑性は５％未満です」

// <1214> 男の声Ｂ
<1214> 男の声Ｂ

// <1215> 「しかし、ミュラーのラップトップの裏付けから、少なくともガイアは、日本国内に“鍵”が潜伏すると、７０％の確率で確信していると思われます」
<1215> 「しかし、ミュラーのラップトップの裏付けから、少なくともガイアは、日本国内に“鍵”が潜伏すると、７０％の確率で確信していると思われます」

// <1216> 男の声Ａ
<1216> 男の声Ａ

// <1217> 「日本は極東教区を通じて、“鍵”確保の日米合同作戦の提案と、特殊部隊の派遣を要求しています」
<1217> 「日本は極東教区を通じて、“鍵”確保の日米合同作戦の提案と、特殊部隊の派遣を要求しています」

// <1218> 男の声Ｂ
<1218> 男の声Ｂ

// <1219> 「聞く気がないなら、同じ話を英国にするとも」
<1219> 「聞く気がないなら、同じ話を英国にするとも」

// <1220> 男の声Ｃ
<1220> 男の声Ｃ

// <1221> 「ＯＫ、ジェームス。ジャパニーズの話を聞こうじゃないか」
<1221> 「ＯＫ、ジェームス。ジャパニーズの話を聞こうじゃないか」

// <1222> テレビ＿Ａ
<1222> テレビ＿Ａ

// <1223> 『間もなく、ＣＩＡ長官、ジェームス・オットーの会見が始まります』
<1223> 『間もなく、ＣＩＡ長官、ジェームス・オットーの会見が始まります』

// <1224> テレビ＿Ａ
<1224> テレビ＿Ａ

// <1225> 『国際的人権団体と国際テロ組織の癒着。それを示す明白な証拠がない限り、現政権を揺るがす一大事件となることは避けられません』
<1225> 『国際的人権団体と国際テロ組織の癒着。それを示す明白な証拠がない限り、現政権を揺るがす一大事件となることは避けられません』

// <1226> 
<1226> 

// <1227> 
<1227> 

// <1228> ルチア
<1228> ルチア

// <1229> 「……うー、あー。昨日は済まなかった…」
<1229> 「……うー、あー。昨日は済まなかった…」

// <1230> 瑚太朗
<1230> 瑚太朗

// <1231> 「いやいやまったく。食事はなかなか。デザートもパンチが効いててなかなかだったぜ」
<1231> 「いやいやまったく。食事はなかなか。デザートもパンチが効いててなかなかだったぜ」

// <1232> ルチア
<1232> ルチア

// <1233> 「す、すまんっ、つい勢いで…」
<1233> 「す、すまんっ、つい勢いで…」

// <1234> 翌日。ルチアは、食事会が鉄拳で終わってしまったことを謝ってくれた。
<1234> 翌日。ルチアは、食事会が鉄拳で終わってしまったことを謝ってくれた。

// <1235> …まぁ、ルチアの気持ちも理解できる。
<1235> …まぁ、ルチアの気持ちも理解できる。

// <1236> まさか静流に見られてるとは思わなかっただろうから。
<1236> まさか静流に見られてるとは思わなかっただろうから。

// <1237> 静流も悪気はなかったんだろうな。
<1237> 静流も悪気はなかったんだろうな。

// <1238> 親友の念願が叶ったのが嬉しくて、ちょいと電柱の影から様子を見てた程度の感覚なんだろう。
<1238> 親友の念願が叶ったのが嬉しくて、ちょいと電柱の影から様子を見てた程度の感覚なんだろう。

// <1239> 実際、静流は誰よりもルチアのことを、真剣に考えていたのだから…。
<1239> 実際、静流は誰よりもルチアのことを、真剣に考えていたのだから…。

// <1240> 瑚太朗
<1240> 瑚太朗

// <1241> 「もういいぜ。でも、だいぶ久しぶりに手料理ってもんを味わえたな。貴重な経験だったぜ」
<1241> 「もういいぜ。でも、だいぶ久しぶりに手料理ってもんを味わえたな。貴重な経験だったぜ」

// <1242> ルチア
<1242> ルチア

// <1243> 「そ、…そうか…？　満足してもらえたならいいんだが……」
<1243> 「そ、…そうか…？　満足してもらえたならいいんだが……」

// <1244> ルチアは、手料理という言葉に少し萎縮していた。
<1244> ルチアは、手料理という言葉に少し萎縮していた。

// <1245> …味覚のチャンネルが、人よりかなりズレてる彼女は、俺にちょうどいい味にするために、料理を静流に手伝ってもらっていた。
<1245> …味覚のチャンネルが、人よりかなりズレてる彼女は、俺にちょうどいい味にするために、料理を静流に手伝ってもらっていた。

// <1246> 律儀な彼女のことだから、自分の力だけで作ったのではないことに、申し訳なさを感じてしまうに違いない。
<1246> 律儀な彼女のことだから、自分の力だけで作ったのではないことに、申し訳なさを感じてしまうに違いない。

// <1247> なら、そこいらはさっさと流そう。
<1247> なら、そこいらはさっさと流そう。

// <1248> それより、俺の悪ふざけに本気で付き合ってくれた彼女に、ちゃんとお返しをしなくては……。
<1248> それより、俺の悪ふざけに本気で付き合ってくれた彼女に、ちゃんとお返しをしなくては……。

// <1249> 彼女が勇気を出して誘ってくれたんだからな。今度は俺が誘うべきだ。勇気を出して。
<1249> 彼女が勇気を出して誘ってくれたんだからな。今度は俺が誘うべきだ。勇気を出して。

// <1250> ルチア
<1250> ルチア

// <1251> 「デ、……デデ、……デートっ…！？！？」
<1251> 「デ、……デデ、……デートっ…！？！？」

// <1252> ルチア
<1252> ルチア

// <1253> 「べべっ、別に私はお前と交際しているつもりなどっ、などなどなどッ、ふぬぬぬぬぬぬがががががが！！」
<1253> 「べべっ、別に私はお前と交際しているつもりなどっ、などなどなどッ、ふぬぬぬぬぬぬがががががが！！」

// <1254> 瑚太朗
<1254> 瑚太朗

// <1255> 「…あ、いやそのっ、すまん。言い方が直球過ぎた…」
