// <0000> 遠くでずっと、……悲しげな風の音が聞こえる。
<0000> 遠くでずっと、……悲しげな風の音が聞こえる。
// <0857> 瑚太朗
<0857> 瑚太朗

// <0858> 『あぁ、そうだッ！！』
<0858> 『あぁ、そうだッ！！』

// <0859> ルチア
<0859> ルチア

// <0860> 「嘘吐き」
<0860> 「嘘吐き」

// <0861> ルチア
<0861> ルチア

// <0862> 「………瑚太朗が、私の全てをわかってるわけなんて、ない」
<0862> 「………瑚太朗が、私の全てをわかってるわけなんて、ない」

// <0863> 瑚太朗
<0863> 瑚太朗

// <0864> 『わかってるさ！！　だから俺の言うことを聞け！』
<0864> 『わかってるさ！！　だから俺の言うことを聞け！』

// <0865> ルチア
<0865> ルチア

// <0866> 「じゃあ。……教えてくれ」
<0866> 「じゃあ。……教えてくれ」

// <0867> 瑚太朗
<0867> 瑚太朗

// <0868> 『何を？』
<0868> 『何を？』

// <0869> ルチア
<0869> ルチア

// <0870> 「本当にわかってるなら教えてくれ……」
<0870> 「本当にわかってるなら教えてくれ……」

// <0871> ……これでも教えてもらえないならば。
<0871> ……これでも教えてもらえないならば。

// <0872> ……私は今度こそ、そしてもう二度と、…それを問わないと決めた。
<0872> ……私は今度こそ、そしてもう二度と、…それを問わないと決めた。

// <0873> 答えられない。瑚太朗にも、誰にも。……この世界の、誰であっても。
<0873> 答えられない。瑚太朗にも、誰にも。……この世界の、誰であっても。

// <0874> ルチア
<0874> ルチア

// <0875> 「……こんな私に」
<0875> 「……こんな私に」

// <0876> ルチア
<0876> ルチア

// <0877> 「この世界に存在する、どんな意味があるというのか…？」
<0877> 「この世界に存在する、どんな意味があるというのか…？」

// <0878> 瑚太朗
<0878> 瑚太朗

// <0879> 『い、……意味って…』
<0879> 『い、……意味って…』

// <0880> 瑚太朗は、絶句する。
<0880> 瑚太朗は、絶句する。

// <0881> ほら。……答えられない。
<0881> ほら。……答えられない。

// <0882> ……………………。
<0882> ……………………。

// <0883> ルチア
<0883> ルチア

// <0884> 「もはや私に抑制剤は効かない」
<0884> 「もはや私に抑制剤は効かない」

// <0885> ルチア
<0885> ルチア

// <0886> 「常に死の瘴気が立ち込め、……私は、ただ居続けるだけで、世界に死を振りまく存在だ」
<0886> 「常に死の瘴気が立ち込め、……私は、ただ居続けるだけで、世界に死を振りまく存在だ」

// <0887> ルチア
<0887> ルチア

// <0888> 「……そんな私に、生きてどんな意味があるというのか？」
<0888> 「……そんな私に、生きてどんな意味があるというのか？」

// <0889> 瑚太朗
<0889> 瑚太朗

// <0890> 『た、確かに今は抑制剤が効かないかも知れないっ。だが、必ず何とかする！』
<0890> 『た、確かに今は抑制剤が効かないかも知れないっ。だが、必ず何とかする！』

// <0891> 瑚太朗
<0891> 瑚太朗

// <0892> 『抑制剤だって人間が作ったものなんだ。新しい、より効き目のある抑制剤を人間が生み出せない道理はないっ！』
<0892> 『抑制剤だって人間が作ったものなんだ。新しい、より効き目のある抑制剤を人間が生み出せない道理はないっ！』

// <0893> ルチア
<0893> ルチア

// <0894> 「では、それが作られるまで、……私は狭く暗い隔離室で閉じ篭っていろというわけか」
<0894> 「では、それが作られるまで、……私は狭く暗い隔離室で閉じ篭っていろというわけか」

// <0895> 瑚太朗
<0895> 瑚太朗

// <0896> 『新しい抑制剤の用意が出来るまでのわずかな間だっ！』
<0896> 『新しい抑制剤の用意が出来るまでのわずかな間だっ！』

// <0897> ルチア
<0897> ルチア

// <0898> 「では、抑制剤の用意が出来ない限り、……私には、この世界に留まる何の意味もない、ということだ」
<0898> 「では、抑制剤の用意が出来ない限り、……私には、この世界に留まる何の意味もない、ということだ」

// <0899> 瑚太朗
<0899> 瑚太朗

// <0900> 『………ん、……そんなことは、』
<0900> 『………ん、……そんなことは、』

// <0901> 瑚太朗は失言を疑い、威勢の良い口調を急に詰まらせる。
<0901> 瑚太朗は失言を疑い、威勢の良い口調を急に詰まらせる。

// <0902> ……わかってる。
<0902> ……わかってる。

// <0903> 自分でも嫌になるくらいわかってることなのに、……私はそれを、どうして瑚太朗に言わせようとするんだろう…。
<0903> 自分でも嫌になるくらいわかってることなのに、……私はそれを、どうして瑚太朗に言わせようとするんだろう…。

// <0904> もう、いい。……これで、充分……。
<0904> もう、いい。……これで、充分……。

// <0905> …………………。
<0905> …………………。

// <0906> ルチア
<0906> ルチア

// <0907> 「………ありがとう」
<0907> 「………ありがとう」

// <0908> ルチア
<0908> ルチア

// <0909> 「もう充分だ。天王寺瑚太朗」
<0909> 「もう充分だ。天王寺瑚太朗」

// <0910> 瑚太朗
<0910> 瑚太朗

// <0911> 『充分って、…俺はまだ何も、』
<0911> 『充分って、…俺はまだ何も、』

// <0912> ルチア
<0912> ルチア

// <0913> 「充分わかった。……最後の仕事を終え、“鍵”を滅ぼした今」
<0913> 「充分わかった。……最後の仕事を終え、“鍵”を滅ぼした今」

// <0914> ルチア
<0914> ルチア

// <0915> 「私に、これ以上、この世界に留まる意味はない」
<0915> 「私に、これ以上、この世界に留まる意味はない」

// <0916> 瑚太朗
<0916> 瑚太朗

// <0917> 『なッ、何でそうなるんだよ！？　話を聞け！！』
<0917> 『なッ、何でそうなるんだよ！？　話を聞け！！』

// <0918> ルチア
<0918> ルチア

// <0919> 「生憎だが、……私にこれ以上の話は必要ない」
<0919> 「生憎だが、……私にこれ以上の話は必要ない」

// <0920> ルチア
<0920> ルチア

// <0921> 「……最後に瑚太朗の声が聞けて、良かった」
<0921> 「……最後に瑚太朗の声が聞けて、良かった」

// <0922> 瑚太朗
<0922> 瑚太朗

// <0923> 『お、おいッ、まだ話は終わってないぞ！！　勝手に話を切り上げようとするんじゃねぇ！！』
<0923> 『お、おいッ、まだ話は終わってないぞ！！　勝手に話を切り上げようとするんじゃねぇ！！』

// <0924> ルチア
<0924> ルチア

// <0925> 「私にはこの世界に、……留まる意味が見出せない…！！」
<0925> 「私にはこの世界に、……留まる意味が見出せない…！！」

// <0926> ルチア
<0926> ルチア

// <0927> 「さよならッ！！」
<0927> 「さよならッ！！」

// <0928> 瑚太朗
<0928> 瑚太朗

// <0929> 『おいッ待てよ、ルチアッ！！！』
<0929> 『おいッ待てよ、ルチアッ！！！』

// <0930> 私の存在する意味って、何だろう。
<0930> 私の存在する意味って、何だろう。

// <0931> じゃあ逆。どんな世界なら、私に存在する意味って、あるんだろう。
<0931> じゃあ逆。どんな世界なら、私に存在する意味って、あるんだろう。

// <0932> 私でなくてはやり遂げられない、何か。
<0932> 私でなくてはやり遂げられない、何か。

// <0933> 私にだけ与えられた、何か。
<0933> 私にだけ与えられた、何か。

// <0934> その何かが見つけられなきゃ。
<0934> その何かが見つけられなきゃ。

// <0935> 自分で自分に、生きることが許せない……。
<0935> 自分で自分に、生きることが許せない……。

// <0936> 天へ続くアトリウムを見上げる。
<0936> 天へ続くアトリウムを見上げる。
