// <0000> 
<0000> 

// <0001> 瑚太朗＿必要
// <2441> 瑚太朗＿必要
<2441> 瑚太朗＿必要

// <2442> 「はい…ええと、家族旅行？」
<2442> 「はい…ええと、家族旅行？」

// <2443> 圭介
<2443> 圭介

// <2444> 「そうなんだ。娘も一緒に」
<2444> 「そうなんだ。娘も一緒に」

// <2445> 神戸小鳥は後部座席に座って、悄然とうつむいている。
<2445> 神戸小鳥は後部座席に座って、悄然とうつむいている。

// <2446> ペロが死んだ傷は、まだ癒えていないはずだ。
<2446> ペロが死んだ傷は、まだ癒えていないはずだ。

// <2447> それを気遣っての家族旅行か。
<2447> それを気遣っての家族旅行か。

// <2448> 瑚太朗＿必要
<2448> 瑚太朗＿必要

// <2449> （…ん？）
<2449> （…ん？）

// <2450> 止める
<2450> 止める

// <2451> 止めない
<2451> 止めない

// <2452> …止めなければならない。
<2452> …止めなければならない。

// <2453> 理由もなく、そう感じた。
<2453> 理由もなく、そう感じた。

// <2454> 瑚太朗＿必要
<2454> 瑚太朗＿必要

// <2455> 「…あの、旅行ってどうしても行かないといけないんですか？」
<2455> 「…あの、旅行ってどうしても行かないといけないんですか？」

// <2456> 圭介
<2456> 圭介

// <2457> 「え？　どうして」
<2457> 「え？　どうして」

// <2458> 瑚太朗＿必要
<2458> 瑚太朗＿必要

// <2459> 「理由はうまく説明できないんですけど…というか、止める理由なんてないですよね…」
<2459> 「理由はうまく説明できないんですけど…というか、止める理由なんてないですよね…」

// <2460> 圭介
<2460> 圭介

// <2461> 「たぶんね…」
<2461> 「たぶんね…」

// <2462> 瑚太朗＿必要
<2462> 瑚太朗＿必要

// <2463> 「ですよね…」
<2463> 「ですよね…」

// <2464> そう、止めることなどできない。
<2464> そう、止めることなどできない。

// <2465> どうして俺は、止めようなんて思ったのか。
<2465> どうして俺は、止めようなんて思ったのか。

// <2466> 小鳥に声をかける。
<2466> 小鳥に声をかける。

// <2467> 瑚太朗＿必要
<2467> 瑚太朗＿必要

// <2468> 「なあ」
<2468> 「なあ」

// <2469> ノックすると、窓がするすると下がった。
<2469> ノックすると、窓がするすると下がった。

// <2470> 小鳥
<2470> 小鳥

// <2471> 「…なに」
<2471> 「…なに」

// <2472> 瑚太朗＿必要
<2472> 瑚太朗＿必要

// <2473> 「おまえの生き方、参考になった。そのことだけ礼を言っとく」
<2473> 「おまえの生き方、参考になった。そのことだけ礼を言っとく」

// <2474> 小鳥
<2474> 小鳥

// <2475> 「…突然、なに」
<2475> 「…突然、なに」

// <2476> 瑚太朗＿必要
<2476> 瑚太朗＿必要

// <2477> 「そんだけだよ。じゃあな」
<2477> 「そんだけだよ。じゃあな」

// <2478> 小鳥
<2478> 小鳥

// <2479> 「待って」
<2479> 「待って」

// <2480> 袖を掴まれた。
<2480> 袖を掴まれた。

// <2481> 小鳥
<2481> 小鳥

// <2482> 「どこ行くの？」
<2482> 「どこ行くの？」

// <2483> 瑚太朗＿必要
<2483> 瑚太朗＿必要

// <2484> 「サッキュウ部の朝練」
<2484> 「サッキュウ部の朝練」

// <2485> 瑚太朗＿必要
<2485> 瑚太朗＿必要

// <2486> 「サッカーを足じゃなくてバットでやる新スポーツだ」
<2486> 「サッカーを足じゃなくてバットでやる新スポーツだ」

// <2487> 小鳥
<2487> 小鳥

// <2488> 「嘘だね…」
<2488> 「嘘だね…」

// <2489> 小鳥
<2489> 小鳥

// <2490> 「…戻ってくるの？」
<2490> 「…戻ってくるの？」

// <2491> …鋭い。
<2491> …鋭い。

// <2492> やっぱりこいつはガキながら大したヤツだった。
<2492> やっぱりこいつはガキながら大したヤツだった。

// <2493> なおのこと、真実を口にすることはできない。
<2493> なおのこと、真実を口にすることはできない。

// <2494> 瑚太朗＿必要
<2494> 瑚太朗＿必要

// <2495> 「…俺もマーテルをやめることにしたんだ。でも親は許してくれなかったんで、親戚のところに家出することにした」
<2495> 「…俺もマーテルをやめることにしたんだ。でも親は許してくれなかったんで、親戚のところに家出することにした」

// <2496> 今度の嘘はうまくつけた。
<2496> 今度の嘘はうまくつけた。

// <2497> 小鳥
<2497> 小鳥

// <2498> 「そうなんだ…」
<2498> 「そうなんだ…」

// <2499> 小鳥
<2499> 小鳥

// <2500> 「収穫祭…」
<2500> 「収穫祭…」

// <2501> 瑚太朗＿必要
<2501> 瑚太朗＿必要

// <2502> 「ん？」
<2502> 「ん？」

// <2503> 小鳥
<2503> 小鳥

// <2504> 「収穫祭っていうの、やるんでしょ」
<2504> 「収穫祭っていうの、やるんでしょ」

// <2505> 瑚太朗＿必要
<2505> 瑚太朗＿必要

// <2506> 「ああ、デカいお祭りだ。デカすぎて、どこ行っていいかわかんない」
<2506> 「ああ、デカいお祭りだ。デカすぎて、どこ行っていいかわかんない」

// <2507> 小鳥
<2507> 小鳥

// <2508> 「…案内してよ」
<2508> 「…案内してよ」

// <2509> 瑚太朗＿必要
<2509> 瑚太朗＿必要

// <2510> 「どうして俺」
<2510> 「どうして俺」

// <2511> 小鳥
<2511> 小鳥

// <2512> 「友達なんていないんだから、瑚太朗君が案内してよ」
<2512> 「友達なんていないんだから、瑚太朗君が案内してよ」

// <2513> 瑚太朗＿必要
<2513> 瑚太朗＿必要

// <2514> 「いや、その理屈がよくわからないんだが…」
<2514> 「いや、その理屈がよくわからないんだが…」

// <2515> 小鳥
<2515> 小鳥

// <2516> 「いいから」
<2516> 「いいから」

// <2517> 瑚太朗＿必要
<2517> 瑚太朗＿必要

// <2518> 「強引なやつだな、わかったよ」
<2518> 「強引なやつだな、わかったよ」

// <2519> 瑚太朗＿必要
<2519> 瑚太朗＿必要

// <2520> 「戻ってきたら案内してやるよ」
<2520> 「戻ってきたら案内してやるよ」

// <2521> ひとつ学んだ。
<2521> ひとつ学んだ。

// <2522> 一度嘘をつくと、あとは簡単に連鎖する。
<2522> 一度嘘をつくと、あとは簡単に連鎖する。

// <2523> 小鳥
<2523> 小鳥

// <2524> 「…約束だから」
<2524> 「…約束だから」

// <2525> 小鳥
<2525> 小鳥

// <2526> 「やぶったらハリセンボン」
<2526> 「やぶったらハリセンボン」

// <2527> 瑚太朗＿必要
<2527> 瑚太朗＿必要

// <2528> 「ははは…」
<2528> 「ははは…」

// <2529> 圭介
<2529> 圭介

// <2530> 「じゃあそろそろ行くよ、お父さんとお母さんによろしく」
<2530> 「じゃあそろそろ行くよ、お父さんとお母さんによろしく」

// <2531> 瑚太朗＿必要
<2531> 瑚太朗＿必要

// <2532> 「はい。気をつけてください」
<2532> 「はい。気をつけてください」

// <2533> 圭介
<2533> 圭介

// <2534> 「はは、もちろんだよ。ありがとう」
<2534> 「はは、もちろんだよ。ありがとう」

// <2535> 車は走り去る。
<2535> 車は走り去る。

// <2536> 小鳥は最後まで俺の方を振り返ったままだった。
<2536> 小鳥は最後まで俺の方を振り返ったままだった。

// <2537> …最後、少しだけ仲が良かった気がする。
<2537> …最後、少しだけ仲が良かった気がする。

// <2538> 逃げる決意をしてから、友人ができる。
<2538> 逃げる決意をしてから、友人ができる。

// <2539> 皮肉な話。実に。
<2539> 皮肉な話。実に。

// <2540> その組織は、ひとくくりの名を持たない。
<2540> その組織は、ひとくくりの名を持たない。

// <2541> だが象徴的にこう呼ばれることはあるという。
<2541> だが象徴的にこう呼ばれることはあるという。

// <2542> ガーディアン――
<2542> ガーディアン――

// <2543> 風祭を出て山をいくつか越えた、とある町。
<2543> 風祭を出て山をいくつか越えた、とある町。

// <2544> ありふれた街並み。
<2544> ありふれた街並み。

// <2545> けれど風祭に慣れた俺には、やけにみすぼらしく映る。
<2545> けれど風祭に慣れた俺には、やけにみすぼらしく映る。

// <2546> まるで町全体が疲労しているかのようだ。
<2546> まるで町全体が疲労しているかのようだ。

// <2547> 瑚太朗＿必要
<2547> 瑚太朗＿必要

// <2548> 「これ、ドブの臭いですか？」
<2548> 「これ、ドブの臭いですか？」

// <2549> 風祭では、街を歩いていて異臭がするなんてことはなかった。
<2549> 風祭では、街を歩いていて異臭がするなんてことはなかった。

// <2550> 正直かなり、引く。
<2550> 正直かなり、引く。

// <2551> 江坂
<2551> 江坂

// <2552> 「…一つ言っておくが」
<2552> 「…一つ言っておくが」

// <2553> 江坂
<2553> 江坂

// <2554> 「今まで貴様が住んでいた町、家庭、学校…どれも雛壇の最上段にあったものだ」
<2554> 「今まで貴様が住んでいた町、家庭、学校…どれも雛壇の最上段にあったものだ」

// <2555> 江坂
<2555> 江坂

// <2556> 「現実とはにおうものだ。あの町に住んでいると、人はそのことを忘れてしまう」
<2556> 「現実とはにおうものだ。あの町に住んでいると、人はそのことを忘れてしまう」

// <2557> 江坂
<2557> 江坂

// <2558> 「天王寺、貴様はもう風祭を出た。このこと、決して忘れるな」
<2558> 「天王寺、貴様はもう風祭を出た。このこと、決して忘れるな」

// <2559> 瑚太朗＿必要
<2559> 瑚太朗＿必要

// <2560> 「…はい」
<2560> 「…はい」

// <2561> ぬるま湯から引き出されて、寒々しい現実に引き出された。
<2561> ぬるま湯から引き出されて、寒々しい現実に引き出された。

// <2562> 俺の新たな人生は、このくすんだ色の街ではじまるのだ。
<2562> 俺の新たな人生は、このくすんだ色の街ではじまるのだ。

// <2563> 潰れた大規模スポーツジムが、ガーディアンの訓練施設だった。
<2563> 潰れた大規模スポーツジムが、ガーディアンの訓練施設だった。

// <2564> 江坂
<2564> 江坂

// <2565> 「案内はここまでだ。行け。話は通してある」
<2565> 「案内はここまでだ。行け。話は通してある」

// <2566> 瑚太朗＿必要
