// <0000> 【ミラクル大冒険】
<0000> 【ミラクル大冒険】
// <0732> 命って何なんだよ！？
<0732> 命って何なんだよ！？

// <0733> その質問には回答できません。閲覧者の知性が破壊される可能性があります。
<0733> その質問には回答できません。閲覧者の知性が破壊される可能性があります。

// <0734> イイカラオシエロヨ！
<0734> イイカラオシエロヨ！

// <0735> いいから教えろよ！
<0735> いいから教えろよ！

// <0736> 当該情報へのアクセスにより、閲覧者にいかなる悪影響（精神的な）が発生しようとも、当理論は関知できません。
<0736> 当該情報へのアクセスにより、閲覧者にいかなる悪影響（精神的な）が発生しようとも、当理論は関知できません。

// <0737> いいから教えろよ！
<0737> いいから教えろよ！

// <0738> 同意しますか？　チェックボックスを選択してください。
<0738> 同意しますか？　チェックボックスを選択してください。

// <0739> →□はい
<0739> →□はい

// <0740> 　□いいえ
<0740> 　□いいえ

// <0741> どうなっちゃっても篝ちゃんは責任取りませんからね！
<0741> どうなっちゃっても篝ちゃんは責任取りませんからね！

// <0742> セイレイ
<0742> セイレイ

// <0743> 星霊
<0743> 星霊

// <0744> －最重要項目／閲覧規制中／全知的生命体のアクセスを禁ず－
<0744> －最重要項目／閲覧規制中／全知的生命体のアクセスを禁ず－

// <0745> 瑚太朗
<0745> 瑚太朗

// <0746> 「ああああああああっ！！」
<0746> 「ああああああああっ！！」

// <0747> 剥き出しにされた神経を酸につけられるのと同等の苦痛が、俺を襲った。
<0747> 剥き出しにされた神経を酸につけられるのと同等の苦痛が、俺を襲った。

// <0748> 瑚太朗
<0748> 瑚太朗

// <0749> 「ぐあぁ…あっ、あぐ…」
<0749> 「ぐあぁ…あっ、あぐ…」

// <0750> 瑚太朗
<0750> 瑚太朗

// <0751> 「…あああ、ああああああ…」
<0751> 「…あああ、ああああああ…」

// <0752> 吐き気。窒息。痙攣。
<0752> 吐き気。窒息。痙攣。

// <0753> それらがいっぺんに襲ってきた。
<0753> それらがいっぺんに襲ってきた。

// <0754> 俺は倒れ、もがいている。
<0754> 俺は倒れ、もがいている。

// <0755> 錯乱し、思い切り両腕を振り回している。
<0755> 錯乱し、思い切り両腕を振り回している。

// <0756> オーロラが最大に展開している。
<0756> オーロラが最大に展開している。

// <0757> 刃が何枚も生まれ、激しく変形しながら分裂し、ガチャガチャと周囲を闇雲に切り裂く。
<0757> 刃が何枚も生まれ、激しく変形しながら分裂し、ガチャガチャと周囲を闇雲に切り裂く。

// <0758> まぶたが引きつって、目が閉じられない。
<0758> まぶたが引きつって、目が閉じられない。

// <0759> 情報の流入は止まったが、すでに致命的な量を摂取してしまった。
<0759> 情報の流入は止まったが、すでに致命的な量を摂取してしまった。

// <0760> 叫ぶ。
<0760> 叫ぶ。

// <0761> 獣の雄叫びだ。
<0761> 獣の雄叫びだ。

// <0762> 篝が走ってきた。
<0762> 篝が走ってきた。

// <0763> 抱えていた魔法瓶を放り出して。
<0763> 抱えていた魔法瓶を放り出して。

// <0764> 来るな…
<0764> 来るな…

// <0765> 今の俺に近寄ったら危ない…
<0765> 今の俺に近寄ったら危ない…

// <0766> だが思い通りに声が出ない。
<0766> だが思い通りに声が出ない。

// <0767> 篝が枕元に膝をつく。
<0767> 篝が枕元に膝をつく。

// <0768> リボンが瞬間的に増殖し、刃の一枚一枚に絡む。
<0768> リボンが瞬間的に増殖し、刃の一枚一枚に絡む。

// <0769> すり抜けた一刃が、篝の頬を切りつけた。
<0769> すり抜けた一刃が、篝の頬を切りつけた。

// <0770> 彼女の血は、赤と緑に輝いていた。
<0770> 彼女の血は、赤と緑に輝いていた。

// <0771> 瑚太朗
<0771> 瑚太朗

// <0772> 「■■■■■■■■■■■■■■■――！！」
<0772> 「■■■■■■■■■■■■■■■――！！」

// <0773> 激情のままに叫びまくる。
<0773> 激情のままに叫びまくる。

// <0774> 宇宙の秘密を。
<0774> 宇宙の秘密を。

// <0775> 耳にした人間を即座に昏倒させ、精神を破壊（かっぱん病）させることができる。
<0775> 耳にした人間を即座に昏倒させ、精神を破壊（かっぱん病）させることができる。

// <0776> かっぱんせよ人類！
<0776> かっぱんせよ人類！

// <0777> どいつもこいつも、俺が葉を枯らしてやる！
<0777> どいつもこいつも、俺が葉を枯らしてやる！

// <0778> 篝、あんたもだ！
<0778> 篝、あんたもだ！

// <0779> 汁を吸ってやる！
<0779> 汁を吸ってやる！

// <0780> そうさ、俺があんたの黒星病さ！
<0780> そうさ、俺があんたの黒星病さ！

// <0781> 篝のリボンが刃に変化し、俺の額を貫く。
<0781> 篝のリボンが刃に変化し、俺の額を貫く。

// <0782> 散って集って、また丘に。
<0782> 散って集って、また丘に。

// <0783> 篝は変わらずそこにいてくれた。
<0783> 篝は変わらずそこにいてくれた。

// <0784> 瑚太朗
<0784> 瑚太朗

// <0785> 「…悪い」
<0785> 「…悪い」

// <0786> 篝
<0786> 篝

// <0787> 「………」
<0787> 「………」

// <0788> 瑚太朗
<0788> 瑚太朗

// <0789> 「…ヤバイ部分…読んじまったみたいで…」
<0789> 「…ヤバイ部分…読んじまったみたいで…」

// <0790> 篝
<0790> 篝

// <0791> 「………」
<0791> 「………」

// <0792> 悲しげに俺を見つめていた。
<0792> 悲しげに俺を見つめていた。

// <0793> 瑚太朗
<0793> 瑚太朗

// <0794> 「…軽率だった」
<0794> 「…軽率だった」

// <0795> 瑚太朗
<0795> 瑚太朗

// <0796> 「こわかったんだ…真実が、どうしようもなく…」
<0796> 「こわかったんだ…真実が、どうしようもなく…」

// <0797> 瑚太朗
<0797> 瑚太朗

// <0798> 「殺してくれて助かった…」
<0798> 「殺してくれて助かった…」

// <0799> 篝の頬に、うっすらと切り傷が残っていた。
<0799> 篝の頬に、うっすらと切り傷が残っていた。

// <0800> 瑚太朗
<0800> 瑚太朗

// <0801> 「傷…ごめん…」
<0801> 「傷…ごめん…」

// <0802> 瑚太朗
<0802> 瑚太朗

// <0803> 「大事な力を…消耗させちまって…」
<0803> 「大事な力を…消耗させちまって…」

// <0804> 手伝うつもりが、邪魔をしてしまった。
<0804> 手伝うつもりが、邪魔をしてしまった。

// <0805> 力不足であることよりも、ずっと情けなく、恥ずかしかった。
<0805> 力不足であることよりも、ずっと情けなく、恥ずかしかった。

// <0806> 立ちつくす。
<0806> 立ちつくす。

// <0807> 篝
<0807> 篝

// <0808> 「…」
<0808> 「…」

// <0809> 篝が歩み寄ってきた。
<0809> 篝が歩み寄ってきた。

// <0810> 何かを差し出してくる。
<0810> 何かを差し出してくる。

// <0811> マグカップだった。
<0811> マグカップだった。

// <0812> 湯気を立てている。中身は…
<0812> 湯気を立てている。中身は…

// <0813> 瑚太朗
<0813> 瑚太朗

// <0814> 「…はは」
<0814> 「…はは」

// <0815> 瑚太朗
<0815> 瑚太朗

// <0816> 「コーヒーとはね…」
<0816> 「コーヒーとはね…」

// <0817> 篝が自分で淹れたのだろうか。
<0817> 篝が自分で淹れたのだろうか。

// <0818> ちょっと想像できない光景だ。
<0818> ちょっと想像できない光景だ。

// <0819> カップに唇をつける。
<0819> カップに唇をつける。

// <0820> たちまちざりっとした感触が、口内に広がる。
<0820> たちまちざりっとした感触が、口内に広がる。

// <0821> 篝はおそらく、挽いたコーヒーの粉をそのまま湯にとかしたのだろう。
<0821> 篝はおそらく、挽いたコーヒーの粉をそのまま湯にとかしたのだろう。

// <0822> ドリップすることを知らなかったのだ。
<0822> ドリップすることを知らなかったのだ。

// <0823> これでは味などあったものではない。
<0823> これでは味などあったものではない。

// <0824> 篝も自分でおかしいと思ったはずだ。
<0824> 篝も自分でおかしいと思ったはずだ。

// <0825> けど原因までは気にしない。
<0825> けど原因までは気にしない。

// <0826> 彼女の視点は、あまりにも高い。
<0826> 彼女の視点は、あまりにも高い。

// <0827> 篝と人間は、星と石ころほどにも違うのだ。
