// <0000> ＭＴＧに参加している時のことだった。
<0000> ＭＴＧに参加している時のことだった。
<2138> 瑚太朗＿必要

// <2139> 「こいつは言葉が使えない個体なんだよ」
<2139> 「こいつは言葉が使えない個体なんだよ」

// <2140> 瑚太朗＿必要
<2140> 瑚太朗＿必要

// <2141> 「それに子供が死ぬと、世間が騒ぐ。今、注目を集めるわけにはいかない」
<2141> 「それに子供が死ぬと、世間が騒ぐ。今、注目を集めるわけにはいかない」

// <2142> 篝はまだ何か言っていたが、無視して隠れ家を出た。
<2142> 篝はまだ何か言っていたが、無視して隠れ家を出た。

// <2143> 背後から斬りつけられることはなかった。
<2143> 背後から斬りつけられることはなかった。

// <2144> 朱音を連れ、えにしの家に向かう。
<2144> 朱音を連れ、えにしの家に向かう。

// <2145> 気力は萎えていたが、忘れずに顔だけは鈴木凡人にしておく。
<2145> 気力は萎えていたが、忘れずに顔だけは鈴木凡人にしておく。

// <2146> 瑚太朗＿必要
<2146> 瑚太朗＿必要

// <2147> （この朱音って、小鳥より年上だったよな）
<2147> （この朱音って、小鳥より年上だったよな）

// <2148> 人よりたくさんの負担を背負って生きていかねばならない少女。
<2148> 人よりたくさんの負担を背負って生きていかねばならない少女。

// <2149> その労苦を、五体満足の俺は想像もできない。
<2149> その労苦を、五体満足の俺は想像もできない。

// <2150> えにしの家。
<2150> えにしの家。

// <2151> ベルを押すと、職員らしき女性が出てきた。
<2151> ベルを押すと、職員らしき女性が出てきた。

// <2152> 背負った朱音を見るなり、
<2152> 背負った朱音を見るなり、

// <2153> 職員＿長居
<2153> 職員＿長居

// <2154> 「…ああ、良かった」
<2154> 「…ああ、良かった」

// <2155> その顔には、見覚えがありすぎた。
<2155> その顔には、見覚えがありすぎた。

// <2156> 瑚太朗＿必要
<2156> 瑚太朗＿必要

// <2157> （長居…？）
<2157> （長居…？）

// <2158> 組織を抜けたはずの長居だった。
<2158> 組織を抜けたはずの長居だった。

// <2159> 瑚太朗＿必要
<2159> 瑚太朗＿必要

// <2160> 「森で見つけたので、迷子かと思いまして」
<2160> 「森で見つけたので、迷子かと思いまして」

// <2161> 職員＿長居
<2161> 職員＿長居

// <2162> 「ありがとうございます。目を離した隙に、家を飛び出してしまい…助かりました」
<2162> 「ありがとうございます。目を離した隙に、家を飛び出してしまい…助かりました」

// <2163> 丁寧な物腰。以前ほどのよそよそしさはない。
<2163> 丁寧な物腰。以前ほどのよそよそしさはない。

// <2164> 人生を折るということは、別の人間になるということなのか。
<2164> 人生を折るということは、別の人間になるということなのか。

// <2165> 瑚太朗＿必要
<2165> 瑚太朗＿必要

// <2166> 「失礼ですが、こちらはマーテルの？」
<2166> 「失礼ですが、こちらはマーテルの？」

// <2167> 職員＿長居
<2167> 職員＿長居

// <2168> 「ああ、ではそちらも？」
<2168> 「ああ、ではそちらも？」

// <2169> 瑚太朗＿必要
<2169> 瑚太朗＿必要

// <2170> 「第三グループの鈴木と申します」
<2170> 「第三グループの鈴木と申します」

// <2171> 職員＿長居
<2171> 職員＿長居

// <2172> 「えにしの家で働いております、職員の津久野と申します」
<2172> 「えにしの家で働いております、職員の津久野と申します」

// <2173> 瑚太朗＿必要
<2173> 瑚太朗＿必要

// <2174> 「津久野、さん？」
<2174> 「津久野、さん？」

// <2175> 津久野＿長居
<2175> 津久野＿長居

// <2176> 「はい。私は第一グループです」
<2176> 「はい。私は第一グループです」

// <2177> 風祭にとどまるため、名前を変えたのだ。
<2177> 風祭にとどまるため、名前を変えたのだ。

// <2178> そしておそらく、能力も失っている。
<2178> そしておそらく、能力も失っている。

// <2179> 超人としての資質を失い、ガーディアンの監視もなくなったか。
<2179> 超人としての資質を失い、ガーディアンの監視もなくなったか。

// <2180> でなければマーテル関連の施設には入所できまい。
<2180> でなければマーテル関連の施設には入所できまい。

// <2181> 瑚太朗＿必要
<2181> 瑚太朗＿必要

// <2182> 「では、私はこれで」
<2182> 「では、私はこれで」

// <2183> 津久野＿長居
<2183> 津久野＿長居

// <2184> 「お礼はまた今度改めて」
<2184> 「お礼はまた今度改めて」

// <2185> 瑚太朗＿必要
<2185> 瑚太朗＿必要

// <2186> 「お気になさらず。では」
<2186> 「お気になさらず。では」

// <2187> 帰ろうとする俺の袖を、小さな手が掴んだ。
<2187> 帰ろうとする俺の袖を、小さな手が掴んだ。

// <2188> 朱音だった。
<2188> 朱音だった。

// <2189> 津久野＿長居
<2189> 津久野＿長居

// <2190> 「あら、どうしましたか、朱音さん」
<2190> 「あら、どうしましたか、朱音さん」

// <2191> 朱音
<2191> 朱音

// <2192> 「………」
<2192> 「………」

// <2193> 瑚太朗＿必要
<2193> 瑚太朗＿必要

// <2194> （この目…）
<2194> （この目…）

// <2195> わずかだが、知性のきらめきが見える。
<2195> わずかだが、知性のきらめきが見える。

// <2196> 言葉が扱えないだけで、考える力はゆるやかに発達しているのか。
<2196> 言葉が扱えないだけで、考える力はゆるやかに発達しているのか。

// <2197> 瑚太朗＿必要
<2197> 瑚太朗＿必要

// <2198> 「お嬢ちゃん、もう森に遊びに来るんじゃないよ、危ないから」
<2198> 「お嬢ちゃん、もう森に遊びに来るんじゃないよ、危ないから」

// <2199> 津久野＿長居
<2199> 津久野＿長居

// <2200> 「…あの、この子と知り合いでしたか？」
<2200> 「…あの、この子と知り合いでしたか？」

// <2201> 瑚太朗＿必要
<2201> 瑚太朗＿必要

// <2202> 「いいえ、初対面ですよ」
<2202> 「いいえ、初対面ですよ」

// <2203> 津久野＿長居
<2203> 津久野＿長居

// <2204> 「こんなに懐くなんて…」
<2204> 「こんなに懐くなんて…」

// <2205> 津久野＿長居
<2205> 津久野＿長居

// <2206> 「この子、まだ話すこともできないんです…」
<2206> 「この子、まだ話すこともできないんです…」

// <2207> 瑚太朗＿必要
<2207> 瑚太朗＿必要

// <2208> 「そうでしたか」
<2208> 「そうでしたか」

// <2209> 朱音の頭を撫でる。
<2209> 朱音の頭を撫でる。

// <2210> 瑚太朗＿必要
<2210> 瑚太朗＿必要

// <2211> 「言葉が使えても、わかりあえないことばかりだ」
<2211> 「言葉が使えても、わかりあえないことばかりだ」

// <2212> 瑚太朗＿必要
<2212> 瑚太朗＿必要

// <2213> 「気持ちを伝えるためのもっといい方法が、他にあるかも知れない」
<2213> 「気持ちを伝えるためのもっといい方法が、他にあるかも知れない」

// <2214> 瑚太朗＿必要
<2214> 瑚太朗＿必要

// <2215> 「朱音ちゃんは、それを探してみるといい」
<2215> 「朱音ちゃんは、それを探してみるといい」

// <2216> 朱音
<2216> 朱音

// <2217> 「………」
<2217> 「………」

// <2218> 瑚太朗＿必要
<2218> 瑚太朗＿必要

// <2219> 「ハンデがあったとしても、努力する権利は無傷で残る。それを手放しちゃいけない」
<2219> 「ハンデがあったとしても、努力する権利は無傷で残る。それを手放しちゃいけない」

// <2220> 森で見聞きしたことは忘れがたいものだろう。
<2220> 森で見聞きしたことは忘れがたいものだろう。

// <2221> 篝の第一印象は、それほど神々しい。
<2221> 篝の第一印象は、それほど神々しい。

// <2222> 何らかの方法で、それを人に伝えることも可能になるかも知れない。
<2222> 何らかの方法で、それを人に伝えることも可能になるかも知れない。

// <2223> 瑚太朗＿必要
<2223> 瑚太朗＿必要

// <2224> （…それで、全てが無に帰したとしても）
<2224> （…それで、全てが無に帰したとしても）

// <2225> 構わないと思った。
<2225> 構わないと思った。

// <2226> 目的達成のための機械にはなれない。
<2226> 目的達成のための機械にはなれない。

// <2227> 朱音はせいいっぱい生きている。
<2227> 朱音はせいいっぱい生きている。

// <2228> 俺はこいつの人生に関わるつもりはないが、邪魔だけはすまいと誓った。
<2228> 俺はこいつの人生に関わるつもりはないが、邪魔だけはすまいと誓った。

// <2229> それは篝に対する小さな、しかし明らかな裏切りでもあった。
<2229> それは篝に対する小さな、しかし明らかな裏切りでもあった。

// <2230> 調査結果をレポートにまとめ、洲崎に提出した。
<2230> 調査結果をレポートにまとめ、洲崎に提出した。

// <2231> すぐに呼び出された。
<2231> すぐに呼び出された。

// <2232> 洲崎
<2232> 洲崎

// <2233> 「読ませてもらったよ」
<2233> 「読ませてもらったよ」

// <2234> 洲崎
<2234> 洲崎

// <2235> 「なかなか興味深い内容だった」
<2235> 「なかなか興味深い内容だった」

// <2236> 洲崎
<2236> 洲崎

// <2237> 「実務続きだと、こういうことが新鮮でね。楽しく読んだ」
<2237> 「実務続きだと、こういうことが新鮮でね。楽しく読んだ」

// <2238> 瑚太朗＿必要
<2238> 瑚太朗＿必要

// <2239> 「恐縮です」
<2239> 「恐縮です」

// <2240> 洲崎
<2240> 洲崎

// <2241> 「講評だが…悪くない切り口だ。君は若いわりには大人びた、節度ある文章を書く。正直、もう少し踏み込んでもいいくらいだよ」
<2241> 「講評だが…悪くない切り口だ。君は若いわりには大人びた、節度ある文章を書く。正直、もう少し踏み込んでもいいくらいだよ」

// <2242> 洲崎
<2242> 洲崎

// <2243> 「保守的な組織のありかたは、急速な近代化にはついていけず、結果として防諜意識の低さを浮き彫りにした…か」
<2243> 「保守的な組織のありかたは、急速な近代化にはついていけず、結果として防諜意識の低さを浮き彫りにした…か」

// <2244> そういうことを書いた。
<2244> そういうことを書いた。

// <2245> 洲崎
<2245> 洲崎

// <2246> 「責任の所在を問わない書き方だね」
<2246> 「責任の所在を問わない書き方だね」

// <2247> 瑚太朗＿必要
<2247> 瑚太朗＿必要

// <2248> 「自分の浅い理解では、状況を把握するだけで精一杯でして」
<2248> 「自分の浅い理解では、状況を把握するだけで精一杯でして」

// <2249> 洲崎
<2249> 洲崎

// <2250> 「それはむしろ賢明さというものだがね」
<2250> 「それはむしろ賢明さというものだがね」

// <2251> 洲崎
<2251> 洲崎

// <2252> 「危機意識というものはね君、問題が切実なレベルで眼前をちらついて、はじめて周知されるものなんだ」
<2252> 「危機意識というものはね君、問題が切実なレベルで眼前をちらついて、はじめて周知されるものなんだ」
